Data_Partition,Cluster_ID,Top_Keywords,Topic_Summarization,Number_of_Posts
part_a,711,"[{'term': 'trump', 'score': 3613.0}, {'term': 'president', 'score': 2500.0}, {'term': 'mexico', 'score': 2233.0}, {'term': 'sheinbaum', 'score': 1638.0}, {'term': 'claudia', 'score': 1085.0}, {'term': 'mexican', 'score': 974.0}, {'term': 'tariffs', 'score': 937.0}, {'term': 'donald', 'score': 453.0}, {'term': 'woman', 'score': 328.0}, {'term': 'impose', 'score': 295.0}]","{'title': 'Sheinbaum Stands Up to Trump', 'description': ""Mexican President Claudia Sheinbaum boldly confronts Donald Trump's tariff threats and false claims, asserting Mexico's sovereignty with firm diplomacy and public rebukes. The posts celebrate her strength, intelligence, and refusal to be intimidated by Trump's bullying rhetoric.""}",2611
part_a,712,"[{'term': 'trump', 'score': 832.0}, {'term': 'musk', 'score': 564.0}, {'term': 'economy', 'score': 479.0}, {'term': 'elon', 'score': 303.0}, {'term': 'economic', 'score': 159.0}, {'term': 'crash', 'score': 134.0}, {'term': 'collapse', 'score': 94.0}, {'term': 'going', 'score': 86.0}, {'term': 'americans', 'score': 82.0}, {'term': 'com', 'score': 75.0}]","{'title': 'Trump and Musk Plan Economic Collapse', 'description': ""The posts express widespread concern that Donald Trump and Elon Musk intend to deliberately crash the U.S. economy as part of a radical restructuring plan, with Musk openly stating Americans must 'embrace the pain' of hardship. Critics argue this strategy serves billionaire interests while endangering ordinary citizens.""}",500
part_a,713,"[{'term': 'gas', 'score': 2103.0}, {'term': 'trump', 'score': 1642.0}, {'term': 'prices', 'score': 1175.0}, {'term': 'gallon', 'score': 436.0}, {'term': 'price', 'score': 357.0}, {'term': 'maga', 'score': 324.0}, {'term': 'biden', 'score': 273.0}, {'term': 'going', 'score': 230.0}, {'term': 'just', 'score': 208.0}, {'term': 'president', 'score': 192.0}]","{'title': ""MAGA's Gas Price Delusion"", 'description': 'Posts mock the persistent belief among some MAGA supporters that Donald Trump can directly control gas prices, despite economic realities and the fact that low prices during his first term were largely due to the pandemic, not his policies. The cluster highlights irony, misinformation, and the tendency to blame or credit presidents for market-driven fluctuations.'}",1807
part_a,714,"[{'term': 'trump', 'score': 1617.0}, {'term': 'camps', 'score': 1405.0}, {'term': 'concentration', 'score': 1030.0}, {'term': 'camp', 'score': 429.0}, {'term': 'people', 'score': 304.0}, {'term': 'like', 'score': 223.0}, {'term': 'immigrants', 'score': 161.0}, {'term': 'internment', 'score': 147.0}, {'term': 'going', 'score': 140.0}, {'term': 'allies', 'score': 128.0}]","{'title': ""Trump's 'Camps' Plan Sparks Nazi Comparisons"", 'description': ""Posts express widespread concern and condemnation over Trump's proposed mass deportation strategy involving detention facilities, with many drawing parallels to historical concentration camps due to the language used and the scale of the plans. Critics argue the rhetoric and policies evoke fascist imagery and raise alarms about civil liberties and human rights.""}",1467
part_a,715,"[{'term': 'trump', 'score': 2636.0}, {'term': 'trade', 'score': 1615.0}, {'term': 'agreement', 'score': 1161.0}, {'term': 'canada', 'score': 1126.0}, {'term': 'mexico', 'score': 980.0}, {'term': 'usmca', 'score': 953.0}, {'term': 'deal', 'score': 932.0}, {'term': 'nafta', 'score': 907.0}, {'term': 'negotiated', 'score': 530.0}, {'term': 'signed', 'score': 503.0}]","{'title': ""Trump's USMCA Contradictions"", 'description': ""Posts highlight the irony and inconsistency in Donald Trump's criticism of the USMCA trade agreement, which he personally negotiated and praised as a historic achievement during his first term. Many point out that his current threats to impose tariffs on Canada and Mexico violate the very treaty he signed, undermining U.S. credibility in international trade.""}",2070
part_a,716,"[{'term': 'trump', 'score': 2676.0}, {'term': 'border', 'score': 2368.0}, {'term': 'immigration', 'score': 1000.0}, {'term': 'biden', 'score': 886.0}, {'term': 'bipartisan', 'score': 855.0}, {'term': 'republicans', 'score': 730.0}, {'term': 'killed', 'score': 474.0}, {'term': 'deal', 'score': 418.0}, {'term': 'gop', 'score': 408.0}, {'term': 'security', 'score': 351.0}]","{'title': 'Trump Killed Bipartisan Border Bill for Political Gain', 'description': 'Multiple posts accuse Donald Trump of deliberately sabotaging a bipartisan border security bill to preserve it as a political issue for his 2024 campaign. The posts argue that Trump pressured Republicans to block the bill, despite its broad support, to avoid giving Biden a legislative victory and maintain immigration as a campaign talking point.'}",2208
part_a,717,"[{'term': 'trump', 'score': 1856.0}, {'term': 'biden', 'score': 1420.0}, {'term': 'deported', 'score': 904.0}, {'term': 'people', 'score': 686.0}, {'term': 'obama', 'score': 651.0}, {'term': 'deportations', 'score': 522.0}, {'term': 'did', 'score': 435.0}, {'term': 'immigrants', 'score': 338.0}, {'term': 'year', 'score': 248.0}, {'term': 'term', 'score': 202.0}]","{'title': 'Deportation Numbers: Biden vs. Trump', 'description': ""These posts debate the actual deportation records of Biden and Trump, highlighting that Biden deported more people than Trump, contrary to political rhetoric. The discussion centers on data, policy, and the media's role in shaping public perception around immigration enforcement.""}",1383
part_a,718,"[{'term': 'trump', 'score': 1995.0}, {'term': 'jobs', 'score': 1821.0}, {'term': 'biden', 'score': 962.0}, {'term': 'unemployment', 'score': 788.0}, {'term': 'job', 'score': 557.0}, {'term': '000', 'score': 509.0}, {'term': 'economy', 'score': 500.0}, {'term': 'million', 'score': 437.0}, {'term': 'president', 'score': 379.0}, {'term': 'rate', 'score': 372.0}]","{'title': 'Trump vs. Biden: Jobs Record Battle', 'description': ""The posts center on a political debate over job creation and unemployment rates, contrasting Donald Trump's economic record with Joe Biden's, highlighting Biden's consistent job growth and low unemployment, while criticizing Trump for job losses and economic instability.""}",1723
part_a,719,"[{'term': 'trump', 'score': 4808.0}, {'term': 'fentanyl', 'score': 4174.0}, {'term': 'canada', 'score': 2689.0}, {'term': 'border', 'score': 1678.0}, {'term': 'drugs', 'score': 1001.0}, {'term': 'tariffs', 'score': 833.0}, {'term': 'mexico', 'score': 767.0}, {'term': 'drug', 'score': 755.0}, {'term': 'just', 'score': 567.0}, {'term': 'coming', 'score': 545.0}]","{'title': ""Trump's Fentanyl Claims vs. Reality"", 'description': ""Posts challenge President Trump's assertions that Canada is a major source of fentanyl entering the U.S., highlighting data showing less than 1% of seized fentanyl comes from Canada. The cluster critiques Trump's use of the issue as political leverage for tariffs, while emphasizing that most fentanyl is smuggled via Mexico by U.S. citizens and produced domestically.""}",4374
part_a,720,"[{'term': 'trump', 'score': 2183.0}, {'term': 'mexico', 'score': 2164.0}, {'term': 'border', 'score': 1176.0}, {'term': 'troops', 'score': 952.0}, {'term': '000', 'score': 735.0}, {'term': 'president', 'score': 623.0}, {'term': '10', 'score': 557.0}, {'term': 'tariffs', 'score': 490.0}, {'term': 'mexican', 'score': 488.0}, {'term': 'sheinbaum', 'score': 461.0}]","{'title': ""Trump's Border Deal: Troops vs. Gun Control"", 'description': 'The posts critique a U.S.-Mexico agreement where tariffs were paused in exchange for Mexico deploying 10,000 National Guard troops to its northern border. Critics argue Mexico already had similar forces in place, while the real concession was Trump’s unpublicized promise to curb illegal arms trafficking from the U.S., which fuels Mexican cartels. The debate centers on whether Trump truly won or was outmaneuvered.'}",1633
part_a,721,"[{'term': 'trump', 'score': 14917.0}, {'term': 'citizenship', 'score': 11596.0}, {'term': 'birthright', 'score': 9967.0}, {'term': 'order', 'score': 4693.0}, {'term': 'end', 'score': 3098.0}, {'term': 'executive', 'score': 3022.0}, {'term': 'born', 'score': 2676.0}, {'term': 'constitution', 'score': 2337.0}, {'term': 'amendment', 'score': 2097.0}, {'term': 'president', 'score': 2057.0}]","{'title': ""Trump's Birthright Citizenship Crackdown"", 'description': ""Posts critique Donald Trump's attempt to end birthright citizenship via executive order, highlighting legal, constitutional, and hypocritical contradictions—especially given his own family's status as children of immigrants. Multiple judges have blocked the order, citing the 14th Amendment.""}",9726
part_a,722,"[{'term': 'trump', 'score': 1803.0}, {'term': 'chicago', 'score': 1446.0}, {'term': 'immigration', 'score': 940.0}, {'term': 'administration', 'score': 612.0}, {'term': 'raids', 'score': 488.0}, {'term': 'deportation', 'score': 422.0}, {'term': 'raid', 'score': 419.0}, {'term': 'large', 'score': 383.0}, {'term': 'week', 'score': 371.0}, {'term': 'tuesday', 'score': 356.0}]","{'title': ""Trump's Chicago Immigration Raids Plan"", 'description': 'The posts center on reports that the incoming Trump administration planned large-scale immigration raids in Chicago, framed as the opening move in a promised mass deportation campaign. The operations, reportedly targeting undocumented immigrants with criminal records, sparked fear among communities and political backlash, with officials and advocates preparing for potential enforcement actions.'}",900
part_a,723,"[{'term': 'trump', 'score': 1298.0}, {'term': 'homan', 'score': 1045.0}, {'term': 'border', 'score': 905.0}, {'term': 'czar', 'score': 790.0}, {'term': 'tom', 'score': 771.0}, {'term': 'deportation', 'score': 301.0}, {'term': 'ice', 'score': 259.0}, {'term': 'mass', 'score': 229.0}, {'term': 'administration', 'score': 227.0}, {'term': 'said', 'score': 207.0}]","{'title': ""Trump's Hardline Border Czar: Homan's Mass Deportation Agenda"", 'description': ""Posts focus on Tom Homan, Trump's newly appointed 'border czar,' and his pledge to lead the largest deportation operation in U.S. history. He has threatened to jail sanctuary city mayors, revive family detention, and use 'shock and awe' tactics, drawing widespread criticism for his role in past family separations and extremist rhetoric.""}",657
part_a,724,"[{'term': 'trump', 'score': 7434.0}, {'term': 'mass', 'score': 1974.0}, {'term': 'deportation', 'score': 1663.0}, {'term': 'immigrants', 'score': 1558.0}, {'term': 'deport', 'score': 1500.0}, {'term': 'people', 'score': 1352.0}, {'term': 'deportations', 'score': 1324.0}, {'term': 'immigration', 'score': 942.0}, {'term': 'administration', 'score': 789.0}, {'term': 'ice', 'score': 785.0}]","{'title': ""Trump's Mass Deportation Threats and Reality"", 'description': ""The posts center on widespread fear and skepticism surrounding Donald Trump's promises to carry out mass deportations of undocumented immigrants, with concerns about the feasibility, brutality, and potential targeting of legal residents and citizens. Many highlight the gap between campaign rhetoric and practical enforcement, while warning of systemic racism, human rights abuses, and the normalization of extreme immigration enforcement.""}",5436
part_a,725,"[{'term': 'trump', 'score': 2587.0}, {'term': 'voted', 'score': 1195.0}, {'term': 'deported', 'score': 739.0}, {'term': 'people', 'score': 633.0}, {'term': 'latinos', 'score': 482.0}, {'term': 'family', 'score': 447.0}, {'term': 'deport', 'score': 444.0}, {'term': 'latino', 'score': 374.0}, {'term': 'vote', 'score': 344.0}, {'term': 'voters', 'score': 335.0}]","{'title': 'Trump Voters Facing Deportation Backlash', 'description': 'A cluster of posts highlights the irony and backlash faced by immigrant and Latino voters who supported Trump, only to now fear deportation under his proposed mass deportation policies. Many express shock, anger, and a sense of poetic justice as their support for anti-immigrant rhetoric catches up with them.'}",2098
part_a,726,"[{'term': 'maga', 'score': 590.0}, {'term': 'trump', 'score': 474.0}, {'term': 'cult', 'score': 191.0}, {'term': 'movement', 'score': 126.0}, {'term': 'dies', 'score': 119.0}, {'term': 'gone', 'score': 99.0}, {'term': 'think', 'score': 94.0}, {'term': 'leader', 'score': 92.0}, {'term': 'personality', 'score': 84.0}, {'term': 'like', 'score': 69.0}]","{'title': 'MAGA as a Cult of Personality', 'description': ""The posts collectively argue that the MAGA movement is fundamentally a cult centered around Donald Trump's personality, and without him, it will likely collapse or fragment. Many believe no successor can replicate his charisma, and the movement lacks ideological cohesion beyond its leader.""}",526
part_a,727,"[{'term': 'trump', 'score': 2541.0}, {'term': 'smith', 'score': 2318.0}, {'term': 'alberta', 'score': 1774.0}, {'term': 'danielle', 'score': 1703.0}, {'term': 'premier', 'score': 1104.0}, {'term': 'canada', 'score': 987.0}, {'term': 'maga', 'score': 521.0}, {'term': 'tariffs', 'score': 366.0}, {'term': 'donald', 'score': 352.0}, {'term': 'canadian', 'score': 283.0}]","{'title': ""Danielle Smith's Trump Alignment Sparks National Outrage"", 'description': 'Posts criticize Alberta Premier Danielle Smith for her perceived pro-Trump stance, accusing her of undermining Canada’s unified response to U.S. tariff threats and prioritizing American conservative interests over national unity. The backlash highlights concerns over her foreign policy approach, loyalty to Canada, and alignment with MAGA ideology.'}",2379
